Date,Open,High,Low,Close,Adj Close,Volume,RBA,FED,CPI
4/01/1999,16.147905,16.147905,15.734865,16.079065,5.683219,119244,5,5,67.8
5/01/1999,17.210009,17.210009,16.216745,16.423265,5.804878,510450,5,5,67.8
6/01/1999,17.701723,17.701723,16.924814,17.485369,6.180285,283042,5,5,67.8
7/01/1999,17.750895,17.750895,17.062494,17.062494,6.030817,354806,5,5,67.8
8/01/1999,17.096914,17.096914,16.492105,16.57078,5.857018,356135,5,5,67.8
11/01/1999,16.718294,16.718294,16.059397,16.059397,5.676268,259514,5,5,67.8
12/01/1999,16.128237,16.128237,15.587351,15.941385,5.634556,393463,5,5,67.8
13/01/1999,16.403597,16.403597,15.833208,16.177408,5.71798,159915,5,5,67.8
14/01/1999,16.619951,16.619951,16.22658,16.492105,5.829212,109699,5,5,67.8
15/01/1999,16.541277,16.541277,16.383928,16.541277,5.846591,133121,5,5,67.8
18/01/1999,16.91498,16.91498,16.669123,16.91498,5.978678,176104,5,5,67.8
19/01/1999,17.111666,17.111666,16.91498,16.964151,5.996058,299521,5,5,67.8
20/01/1999,17.013323,17.013323,16.669123,16.703543,5.903944,298451,5,5,67.8
21/01/1999,16.737963,16.737963,16.619951,16.718294,5.909158,214304,5,5,67.8
22/01/1999,16.816637,16.816637,16.580614,16.737963,5.916111,785578,5,5,67.8
25/01/1999,16.7773,16.7773,16.57078,16.669123,5.891779,97353,5,5,67.8
26/01/1999,16.669123,16.669123,16.669123,16.669123,5.891779,0,5,5,67.8
27/01/1999,16.850075,16.850075,16.718294,16.850075,5.955736,308144,5,5,67.8
28/01/1999,17.160837,17.160837,16.619951,17.160837,6.065578,242682,5,5,67.8
29/01/1999,17.180506,17.180506,16.964151,16.964151,5.996058,106590,5,5,67.8
1/02/1999,17.406694,17.406694,16.964151,17.406694,6.152475,254501,5,5,67.8
2/02/1999,17.406694,17.406694,17.111666,17.160837,6.065578,274348,5,5,67.8
3/02/1999,17.652552,17.652552,17.111666,17.406694,6.152475,209637,5,5,67.8
4/02/1999,17.701723,17.701723,17.318186,17.60338,6.221996,230839,5,5,67.8
5/02/1999,17.60338,17.60338,17.426363,17.505037,6.187236,564691,5,5,67.8
8/02/1999,17.573877,17.573877,17.357523,17.455866,6.169856,201557,5,5,67.8
9/02/1999,17.554209,17.554209,17.062494,17.062494,6.030817,351175,5,5,67.8
10/02/1999,17.111666,17.111666,16.838272,16.838272,5.951563,253001,5,5,67.8
11/02/1999,17.013323,17.013323,16.885477,16.964151,5.996058,115260,5,5,67.8
12/02/1999,17.25918,17.25918,17.062494,17.229677,6.089911,86947,5,5,67.8
15/02/1999,17.262131,17.262131,17.111666,17.19034,6.076005,876946,5,5,67.8
16/02/1999,17.25918,17.25918,16.747797,16.895311,5.971725,150296,5,5,67.8
17/02/1999,16.91498,16.91498,16.816637,16.885477,5.96825,97014,5,5,67.8
18/02/1999,16.887444,16.887444,16.767466,16.816637,5.94392,306163,5,5,67.8
19/02/1999,17.25918,17.25918,16.91498,17.013323,6.013438,138518,5,5,67.8
22/02/1999,17.210009,17.210009,16.796968,16.865808,5.961299,150436,5,5,67.8
23/02/1999,17.308352,17.308352,17.013323,17.210009,6.082957,230940,5,5,67.8
24/02/1999,17.210009,17.210009,16.924814,16.924814,5.982154,40430,5,5,67.8
25/02/1999,16.865808,16.865808,16.718294,16.718294,5.909158,103478,5,5,67.8
26/02/1999,16.964151,16.964151,16.718294,16.816637,5.94392,192450,5,5,67.8
1/03/1999,17.357523,17.357523,16.806803,17.25918,6.100338,222654,5,5,67.8
2/03/1999,17.25918,17.25918,17.062494,17.210009,6.082957,94822,5,5,67.8
3/03/1999,17.25918,17.25918,17.072329,17.111666,6.048196,138350,5,5,67.8
4/03/1999,17.140184,17.140184,16.91498,17.023157,6.016913,72937,5,5,67.8
5/03/1999,17.308352,17.308352,17.165754,17.210009,6.082957,70381,5,5,67.8
8/03/1999,17.426363,17.426363,17.332937,17.406694,6.152475,207350,5,5,67.8
9/03/1999,17.406694,17.406694,17.25918,17.357523,6.135096,98148,5,5,67.8
10/03/1999,17.701723,17.701723,17.39686,17.652552,6.239376,430366,5,5,67.8
11/03/1999,18.537638,18.537638,17.593546,18.390123,6.500073,507002,5,5,67.8
12/03/1999,18.586809,18.586809,18.173769,18.29178,6.465314,185997,5,5,67.8
15/03/1999,18.783495,18.783495,18.29178,18.635981,6.586972,757951,5,5,67.8
16/03/1999,18.58976,18.58976,18.439295,18.488466,6.534833,501916,5,5,67.8
17/03/1999,18.635981,18.635981,18.439295,18.517969,6.545262,328065,5,5,67.8
18/03/1999,18.645815,18.645815,18.242609,18.488466,6.534833,155209,5,5,67.8
19/03/1999,18.685152,18.685152,18.488466,18.685152,6.604353,323943,5,5,67.8
22/03/1999,18.734324,18.734324,18.645815,18.685152,6.604353,128393,5,5,67.8
23/03/1999,18.734324,18.734324,18.635981,18.694986,6.60783,123235,5,5,67.8
24/03/1999,18.586809,18.586809,18.29178,18.29178,6.465314,243896,5,5,67.8
25/03/1999,18.685152,18.685152,18.242609,18.517969,6.545262,149411,5,5,67.8
26/03/1999,18.685152,18.685152,18.545506,18.596643,6.57307,52463,5,5,67.8
29/03/1999,18.685152,18.685152,18.340952,18.488466,6.534833,75885,5,5,67.8
30/03/1999,18.685152,18.685152,18.498301,18.685152,6.604353,406172,5,5,67.8
31/03/1999,18.783495,18.783495,18.586809,18.783495,6.639112,149363,5,5,67.8
1/04/1999,18.832666,18.832666,18.635981,18.685152,6.604353,130309,5,5,68.1
2/04/1999,18.685152,18.685152,18.685152,18.685152,6.604353,0,5,5,68.1
5/04/1999,18.685152,18.685152,18.685152,18.685152,6.604353,0,5,5,68.1
6/04/1999,19.029352,19.029352,18.685152,19.029352,6.726013,76973,5,5,68.1
7/04/1999,19.176867,19.176867,18.881838,19.176867,6.778151,250186,5,5,68.1
8/04/1999,19.521067,19.521067,19.176867,19.471895,6.88243,319063,5,5,68.1
9/04/1999,19.565321,19.565321,19.275209,19.275209,6.812912,111212,5,5,68.1
12/04/1999,19.275209,19.275209,18.783495,18.869055,6.669355,132752,5,5,68.1
13/04/1999,19.275209,19.275209,18.931009,19.058855,6.736439,174250,5,5,68.1
14/04/1999,19.176867,19.176867,18.921175,19.078524,6.743393,669038,5,5,68.1
15/04/1999,18.940844,18.940844,18.734324,18.832666,6.656494,847061,5,5,68.1
16/04/1999,18.980181,18.980181,18.635981,18.685152,6.604353,178201,5,5,68.1
19/04/1999,19.078524,19.078524,18.783495,19.029352,6.726013,102043,5,5,68.1
20/04/1999,18.980181,18.980181,18.586809,18.669418,6.598792,314193,5,5,68.1
21/04/1999,18.783495,18.783495,18.537638,18.537638,6.552215,568023,5,5,68.1
22/04/1999,18.931009,18.931009,18.783495,18.881838,6.673873,267801,5,5,68.1
23/04/1999,19.029352,19.029352,18.852335,18.970346,6.705157,176250,5,5,68.1
26/04/1999,18.975264,18.975264,18.852335,18.881838,6.673873,32442,5,5,68.1
27/04/1999,18.931009,18.931009,18.704821,18.832666,6.656494,257752,5,5,68.1
28/04/1999,18.931009,18.931009,18.488466,18.488466,6.534833,142494,5,5,68.1
29/04/1999,18.586809,18.586809,18.390123,18.586809,6.569594,246486,5,5,68.1
30/04/1999,18.931009,18.931009,18.439295,18.635981,6.586972,176694,5,5,68.1
3/05/1999,18.685152,18.685152,18.340952,18.340952,6.482693,684774,5,5,68.1
4/05/1999,18.586809,18.586809,17.986917,17.986917,6.35756,257506,5,5,68.1
5/05/1999,17.986917,17.986917,17.613214,17.829569,6.301942,142501,5,5,68.1
6/05/1999,18.045923,18.045923,17.652552,17.652552,6.239376,204015,5,5,68.1
7/05/1999,17.701723,17.701723,16.895311,17.072329,6.034293,324433,5,5,68.1
10/05/1999,17.4657,17.4657,17.210009,17.278849,6.107288,166995,5,5,68.1
11/05/1999,17.308352,17.308352,17.013323,17.013323,6.013438,429774,5,5,68.1
12/05/1999,17.505037,17.505037,17.19034,17.357523,6.135096,308404,5,5,68.1
13/05/1999,17.485369,17.485369,17.210009,17.39686,6.148999,117466,5,5,68.1
14/05/1999,17.780397,17.780397,17.505037,17.682055,6.249803,334987,5,5,68.1
17/05/1999,17.39686,17.39686,17.111666,17.219843,6.086434,180735,5,5,68.1
18/05/1999,17.60338,17.60338,17.230661,17.308352,6.117716,233432,5,5,68.1
19/05/1999,17.416529,17.416529,17.091997,17.160837,6.065578,422716,5,5,68.1
20/05/1999,17.505037,17.505037,17.166739,17.25918,6.100338,515205,5,5,68.1
21/05/1999,17.269014,17.269014,16.91498,17.031025,6.019694,345701,5,5,68.1
24/05/1999,17.406694,17.406694,17.077246,17.406694,6.152475,142773,5,5,68.1
25/05/1999,17.426363,17.426363,17.308352,17.426363,6.159428,273081,5,5,68.1
26/05/1999,17.701723,17.701723,17.242462,17.701723,6.256757,707961,5,5,68.1
27/05/1999,18.193438,18.193438,17.8099,18.045923,6.378414,498917,5,5,68.1
28/05/1999,18.045923,18.045923,17.308352,17.406694,6.152475,250415,5,5,68.1
31/05/1999,17.94758,17.94758,17.4657,17.888575,6.322799,737227,5,5,68.1
1/06/1999,17.986917,17.986917,17.780397,17.863007,6.313762,368279,5,5,68.1
2/06/1999,17.898409,17.898409,17.505037,17.701723,6.256757,331448,5,5,68.1
3/06/1999,17.800066,17.800066,17.60338,17.60338,6.221996,311260,5,5,68.1
4/06/1999,17.800066,17.800066,17.554209,17.554209,6.204618,530166,5,5,68.1
7/06/1999,17.485369,17.485369,17.111666,17.111666,6.190176,103693,5,5,68.1
8/06/1999,17.406694,17.406694,17.110682,17.387026,6.289789,346453,5,5,68.1
9/06/1999,18.095095,18.095095,17.357523,17.908243,6.47834,283513,5,5,68.1
10/06/1999,18.144266,18.144266,17.898409,18.144266,6.563724,658781,5,5,68.1
11/06/1999,18.193438,18.193438,17.888575,17.996752,6.510359,311358,5,5,68.1
14/06/1999,17.996752,17.996752,17.996752,17.996752,6.510359,0,5,5,68.1
15/06/1999,18.095095,18.095095,17.682055,17.750895,6.421419,202187,5,5,68.1
16/06/1999,17.750895,17.750895,17.60338,17.623049,6.375168,218679,5,5,68.1
17/06/1999,17.94758,17.94758,17.652552,17.652552,6.385844,327006,5,5,68.1
18/06/1999,17.977083,17.977083,17.701723,17.800066,6.439205,379805,5,5,68.1
21/06/1999,18.045923,18.045923,17.847271,18.01642,6.517474,353545,5,5,68.1
22/06/1999,18.311449,18.311449,18.093128,18.095095,6.545934,373573,5,5,68.1
23/06/1999,18.04789,18.04789,17.898409,17.898409,6.474784,563642,5,5,68.1
24/06/1999,17.996752,17.996752,17.505037,17.595512,6.365209,388005,5,5,68.1
25/06/1999,18.892656,18.892656,17.60338,18.892656,6.834455,889546,5,5,68.1
28/06/1999,20.356981,20.356981,19.38142,20.209469,7.310815,638165,5,5,68.1
29/06/1999,20.671679,20.671679,19.865267,20.236019,7.320419,1085065,5,5,68.1
30/06/1999,20.504496,20.504496,19.717752,20.061953,7.257451,292881,5,5.5,68.1
1/07/1999,20.30781,20.30781,19.717752,19.865267,7.186297,591436,5,5.5,68.7
2/07/1999,19.973446,19.973446,19.865267,19.943941,7.214757,390717,5,5.5,68.7
5/07/1999,20.081621,20.081621,19.766924,20.061953,7.257451,834140,5,5.5,68.7
6/07/1999,20.061953,20.061953,19.629244,19.668583,7.115146,594767,5,5.5,68.7
7/07/1999,19.772825,19.772825,19.570238,19.772825,7.152856,754170,5,5.5,68.7
8/07/1999,19.865267,19.865267,19.275209,19.668583,7.115146,551503,5,5.5,68.7
